timestamp,open,close,adjusted close,dividend amount
10/31/22,30.66,33.98,33.98,0
9/30/22,32.91,30.36,30.36,0.1725
8/31/22,33.39,33.05,32.8794,0
7/29/22,31.35,33.71,33.536,0
6/30/22,35.38,31.45,31.2877,0.1639
5/31/22,34.67,35.47,35.1036,0
4/29/22,38.58,34.51,34.1535,0
3/31/22,38.15,38.32,37.9242,0.1519
2/28/22,39.11,38.52,37.9734,0
1/31/22,39.34,39.06,38.5058,0
12/31/21,38.63,39.05,38.4959,0.1844
11/30/21,40.54,37.96,37.239,0
10/29/21,37.63,40.26,39.4953,0
9/30/21,38.43,37.53,36.8172,0.162
8/31/21,36.77,38.4,37.5044,0
7/30/21,36.87,36.52,35.6683,0
6/30/21,38.37,36.69,35.8343,0.1393
5/28/21,36.57,37.99,36.9606,0
4/30/21,34,36.26,35.2775,0
3/31/21,32.86,34.05,33.1274,0.1512
2/26/21,29.27,32.31,31.2938,0
1/29/21,29.59,28.95,28.0395,0
12/31/20,28.4,29.48,28.5528,0.152
11/30/20,24.26,27.88,26.861,0
10/30/20,24.17,23.86,22.9879,0
9/30/20,24.93,24.07,23.1902,0.1353
8/31/20,24.13,25.06,24.0083,0
7/31/20,23.24,24.03,23.0215,0
6/30/20,23.5,23.14,22.1689,0.1516
5/29/20,22.25,23.41,22.2851,0
4/30/20,19.72,22.79,21.6949,0
3/31/20,26.64,20.82,19.8195,0.1593
2/28/20,30.17,26.59,25.086,0
1/31/20,30.89,29.96,28.2654,0
12/31/19,30.2,30.78,29.039,0.1563
11/29/19,28.92,30.15,28.3004,0
10/31/19,28.13,28.7,26.9394,0
9/30/19,26.7,28,26.2823,0.1443
8/30/19,28.23,26.92,25.1394,0
7/31/19,27.92,28.25,26.3814,0
6/28/19,25.97,27.6,25.7744,0.1395
5/31/19,28.05,26.01,24.1658,0
4/30/19,25.92,28.02,26.0332,0
3/29/19,26.75,25.71,23.887,0.1347
2/28/19,25.98,26.52,24.5156,0
1/31/19,23.47,25.94,23.9794,0
12/31/18,27.36,23.82,22.0197,0.1449
11/30/18,26.35,26.97,24.7741,0
10/31/18,27.74,26.28,24.1403,0
9/28/18,28.27,27.58,25.3344,0.1275
8/31/18,28.13,28.33,25.9084,0
