timestamp,open,close,adjusted close,dividend amount
12/30/22,146.7100,129.1600,129.1600,0.3658
11/30/22,146.4800,146.1700,145.7642,0.0000
10/31/22,142.32,144.03,144.03,0.0
9/30/22,154.49,142.45,142.45,0.33
8/31/22,162.86,155.51,155.1896,0.0
7/29/22,137.7,162.83,162.4945,0.0
6/30/22,155.37,137.48,137.1967,0.3142
5/31/22,162.38,154.54,153.8754,0.0
4/29/22,186.01,162.88,162.1795,0.0
3/31/22,177.17,185.0,184.2043,0.2788
2/28/22,185.31,177.43,176.3939,0.0
1/31/22,208.29,184.95,183.8699,0.0
12/31/21,206.75,204.44,203.2461,0.2922
11/30/21,202.63,204.44,202.937,0.0
10/29/21,180.36,201.15,199.6712,0.0
9/30/21,184.28,179.45,178.1307,0.2749
8/31/21,181.9,183.65,182.0213,0.0
7/30/21,178.99,180.43,178.8299,0.0
6/30/21,173.87,178.55,176.9665,0.2554
5/28/21,179.89,172.84,171.055,0.0
4/30/21,169.59,178.92,177.0722,0.0
3/31/21,163.15,168.07,166.3343,0.2641
2/26/21,163.89,161.15,159.2344,0.0
1/29/21,161.78,162.01,160.0842,0.0
12/31/20,158.49,160.78,158.8688,0.2961
11/30/20,144.84,157.26,155.0998,0.0
10/30/20,148.43,142.97,141.0061,0.0
9/30/20,150.23,146.98,144.961,0.3056
8/31/20,137.44,150.09,147.7093,0.0
7/31/20,127.89,137.0,134.8269,0.0
6/30/20,124.34,127.71,125.6843,0.296
5/29/20,113.02,124.19,121.9389,0.0
4/30/20,94.35,116.6,114.4865,0.0
3/31/20,116.18,98.08,96.3022,0.4237
2/28/20,126.02,115.83,113.1826,0.0
1/31/20,126.21,125.32,122.4557,0.0
12/31/19,122.54,125.42,122.5535,0.41
11/29/19,121.47,122.45,119.2588,0.0
10/31/19,120.98,120.85,117.7005,0.0
9/30/19,119.01,120.7,117.5544,0.4044
8/30/19,120.95,119.58,116.0737,0.0
7/31/19,120.71,120.72,117.1803,0.0
6/28/19,110.67,119.2,115.7048,0.4139
5/31/19,120.27,110.94,107.3154,0.0
4/30/19,114.77,120.07,116.1471,0.0
3/29/19,111.11,113.85,110.1303,0.3754
2/28/19,107.85,110.21,106.2486,0.0
1/31/19,97.32,108.78,104.87,0.0
12/31/18,110.21,99.01,95.4512,0.3758
11/30/18,105.8,107.99,103.6928,0.0
10/31/18,117.91,105.38,101.1866,0.0
9/28/18,116.83,117.22,112.5555,0.3512
8/31/18,111.38,116.95,111.9599,0.0
7/31/18,108.51,111.27,106.5223,0.0
6/29/18,106.22,109.3,104.6364,0.2936
5/31/18,103.36,105.76,100.9829,0.0
4/30/18,100.68,103.7,99.016,0.0
3/29/18,104.18,101.29,96.7148,0.3098
2/28/18,107.14,104.07,99.0774,0.0
1/31/18,99.11,107.81,102.638,0.0
12/29/17,96.55,98.69,93.9555,0.3319
11/30/17,92.29,96.65,91.7028,0.0
10/31/17,90.19,91.99,87.2813,0.0
9/29/17,89.89,90.08,85.4691,0.3179
8/31/17,91.63,89.66,84.7699,0.0
7/31/17,89.88,91.36,86.3771,0.0
6/30/17,91.28,89.63,84.7415,0.2746
5/31/17,90.26,91.05,85.8226,0.0
4/28/17,87.96,90.06,84.8894,0.0
3/31/17,87.3,87.95,82.9006,0.2605
2/28/17,84.97,86.37,81.1692,0.0
1/31/17,82.05,84.83,79.722,0.0
12/30/16,81.78,81.4,76.4985,0.4921
