timestamp,open,close,adjusted close,dividend amount
11/1/22,83.8802,82.95,82.95,0
10/31/22,81.4,82.98,82.98,0
9/30/22,92.45,80.17,80.17,0.9164
8/31/22,98.45,93.01,91.9996,0
7/29/22,90.97,98.96,97.885,0
6/30/22,99.4,91.11,90.1202,0.5695
5/31/22,103.872,99.07,97.3855,0
4/29/22,108.87,103.94,102.1727,0
3/31/22,102.8,108.37,106.5274,0.5767
2/28/22,106.15,102.54,100.242,0
1/31/22,116.21,106.24,103.8591,0
12/31/21,107.74,116.01,113.4102,1.0531
11/30/21,109.3,106.74,103.3928,0
10/29/21,102.44,109.04,105.6207,0
9/30/21,108.84,101.78,98.5883,0.657
8/31/21,106.87,108.58,104.52,0
7/30/21,102.0265,106.29,102.3157,0
6/30/21,100.37,101.79,97.9839,0.7291
5/28/21,99.56,99.88,95.4644,0
4/30/21,92.3435,99.08,94.6998,0
3/31/21,88.87,91.86,87.799,0.5264
2/26/21,85.48,87.87,83.5017,0
1/29/21,85.2,84.96,80.7364,0
12/31/20,84.96,84.93,80.7079,1.3377
11/30/20,77.4,84,78.5711,0
10/30/20,79.28,76.59,71.64,0
9/30/20,81.47,78.96,73.8568,0.5901
8/31/20,81.42,81.75,75.8901,0
7/31/20,78.8,81.39,75.5559,0
6/30/20,77.36,78.53,72.9009,0.7586
5/29/20,74.08,77.43,71.1842,0
4/30/20,66.51,76.11,69.9707,0
3/31/20,87.65,69.85,64.2156,0.6479
2/28/20,93.88,87.33,79.689,0
1/31/20,93.19,93.93,85.7115,0
12/31/19,92.7,92.79,84.6713,0.9569
11/29/19,94.41,93.07,84.0359,0
10/31/19,93.2,94.3,85.1466,0
9/30/19,92.2,93.25,84.1985,0.744
8/30/19,89.01,92.22,82.6051,0
7/31/19,87.98,88.89,79.6223,0
6/28/19,87.2,87.4,78.2877,0.8274
5/31/19,86.77,86.89,77.0984,0
4/30/19,87,86.77,76.992,0
3/29/19,83.94,86.91,77.1162,0.6159
2/28/19,83.49,83.99,74.0013,0
1/31/19,73.56,83.41,73.4903,0
12/31/18,82.48,74.57,65.7016,0.9494
11/30/18,78.38,81.98,71.3819,0
10/31/18,80.6,78.32,68.1951,0
9/28/18,83.86,80.68,70.25,1.1437
8/31/18,81.35,84.05,72.155,0
7/31/18,81.52,81.94,70.3436,0
6/29/18,78.59,81.45,69.9229,0.7318
5/31/18,76.08,78.89,67.1035,0
4/30/18,75.34,76.09,64.7218,0
3/29/18,73.19,75.47,64.1944,0.7062
2/28/18,79.09,73.35,61.7969,0
1/31/18,83.04,79.45,66.9361,0
12/29/17,84.49,82.98,69.9101,1.2636
11/30/17,82.34,84.39,70.0095,0
10/31/17,83.22,82.2,68.1927,0
9/29/17,84.06,83.09,68.931,0.854
8/31/17,84.52,84.04,69.0047,0
7/31/17,83.56,84.26,69.1854,0
6/30/17,81.96,83.23,68.3396,0.801
5/31/17,83.15,82.19,66.8494,0
4/28/17,82.36,82.79,67.3374,0
3/31/17,85,82.59,67.1747,0.595
2/28/17,82.28,85.26,68.843,0
1/31/17,82.98,82.37,66.5094,0
12/30/16,79.92,82.53,66.6386,1.695
11/30/16,81.4,80.39,63.5739,0
10/31/16,86.01,81.76,64.6573,0
9/30/16,89.07,86.74,68.5956,0.598
8/31/16,92.33,88.97,69.8638,0
7/29/16,88.97,92.45,72.5965,0
6/30/16,83.38,88.67,69.6282,0.764
5/31/16,81.78,83.67,65.1188,0
4/29/16,83.63,81.83,63.6868,0
3/31/16,76.78,83.8,65.22,0.919
2/29/16,76.52,76.71,59.0352,0
1/29/16,79.07,76.99,59.2507,0
12/31/15,79.5,79.73,61.3593,1.098
11/30/15,80.07,79.39,60.2645,0
10/30/15,75.66,79.89,60.644,0
9/30/15,72.66,75.54,57.342,0.752
8/31/15,79.27,74.03,55.643,0
7/31/15,74.38,79,59.3786,0
6/30/15,79.39,74.69,56.1391,0.762
5/29/15,79.47,79.14,58.8926,0
4/30/15,84.37,79.38,59.0712,0
3/31/15,83.58,84.31,62.7399,0.512
2/27/15,86.53,83.37,61.6653,0
1/30/15,81.7,86.55,64.0174,0
12/31/14,80.5,81,59.9123,1.103
11/28/14,79.03,80.57,58.806,0
10/31/14,71.6,78.99,57.6528,0
9/30/14,77.05,71.85,52.4415,0.668
8/29/14,74.92,77.18,55.8115,0
7/31/14,74.89,74.9,54.1628,0
6/30/14,74.92,74.84,54.1194,0.695
5/30/14,73.06,74.69,53.5128,0
4/30/14,70.77,72.94,52.259,0
3/31/14,70.29,70.62,50.5968,0.453
2/28/14,67.22,70.73,50.3496,0
1/31/14,64.28,67.32,47.9222,0
12/31/13,65.43,64.56,45.9574,1.008
11/29/13,69.41,65.5,45.9113,0
10/31/13,66.15,69.13,48.4557,0
9/30/13,64.75,66.14,46.3599,0.618
8/30/13,69.61,64.5,44.7972,0
7/31/13,69.26,69.34,48.1588,0
6/28/13,70.76,68.72,47.7281,0.631
5/31/13,75.39,70.78,48.6911,0
4/30/13,70.66,75.28,51.7867,0
3/28/13,68.91,70.53,48.5191,0.534
2/28/13,68.62,69.09,47.1664,0
1/31/13,66.93,68.26,46.5997,0
12/31/12,64.48,65.8,44.9204,0.797
11/30/12,64.5,64.21,43.3088,0
10/31/12,65.1,64.38,43.4235,0
9/28/12,66.74,64.9691,43.8208,0.525
8/31/12,67.12,66.73,44.6521,0
7/31/12,65.94,66.74,44.6588,0
6/29/12,61.6,65.43,43.7822,0.519
5/31/12,65.55,62.52,41.4913,0
4/30/12,63.73,65.47,43.449,0
3/30/12,61.05,63.65,42.2412,0.502
2/29/12,62.21,60.99,40.1569,0
1/31/12,59.05,61.7,40.6243,0
12/30/11,55.91,58,38.1882,0.642
11/30/11,56.35,55.93,36.4233,0
10/31/11,50.34,58.14,37.8626,0
9/30/11,57.5,50.87,33.1281,0.497
8/31/11,61.77,57.61,37.1592,0
7/29/11,60.27,61.04,39.3716,0
6/30/11,62.54,60.1,38.7653,0.499
5/31/11,62.13,62.68,40.088,0
4/29/11,58.78,61.83,39.5443,0
3/31/11,59.83,58.47,37.3954,0.412
2/28/11,57.51,59.86,38.0097,0
1/31/11,55.76,57.17,36.3016,0
12/31/10,54.2,55.37,35.1587,0.595
11/30/10,54.81,53.54,33.6328,0
10/29/10,52.39,54.55,34.2673,0
9/30/10,50.89,52.08,32.7157,0.462
8/31/10,51.78,50.3,31.3233,0
