timestamp,open,close,adjusted close,dividend amount
12/30/22,25.7,24.65,24.65,0.1447
11/30/22,25.6,25.49,25.3371,0.0
10/31/22,24.45,25.12,24.9693,0.0
09/30/22,25.35,23.91,23.7666,0.0
08/31/22,25.45,25.72,25.5657,0.0
07/29/22,27.0,26.11,25.9534,0.0
06/30/22,29.06,26.64,26.4802,0.0
05/31/22,27.26,28.8,28.6272,0.0
04/29/22,26.1,27.53,27.3648,0.0
03/31/22,24.48,26.06,25.9037,0.0
02/28/22,22.35,23.87,23.7268,0.0
01/31/22,20.72,22.42,22.2855,0.0
12/31/21,19.75,20.78,20.6553,0.0
11/30/21,21.51,19.48,19.3631,0.0
10/29/21,20.25,21.35,21.2219,0.0
09/30/21,19.01,20.18,20.0589,0.0
08/31/21,19.46,19.18,19.0649,0.0
07/30/21,19.58,19.5,19.383,0.0
06/30/21,18.96,19.25,19.1345,0.0
05/28/21,18.08,18.6,18.4884,0.0
04/30/21,16.82,17.91,17.8026,0.0
03/31/21,16.8,16.61,16.5104,0.0
02/26/21,15.41,16.73,16.6296,0.0
01/29/21,14.84,15.19,15.0989,0.0
12/31/20,13.98,14.7,14.6118,0.0
11/30/20,12.63,13.94,13.8564,0.0
10/30/20,12.98,12.65,12.5741,0.0
09/30/20,13.59,13.06,12.9816,0.0
08/31/20,13.0,13.54,13.4588,0.0
07/31/20,12.38,12.94,12.8624,0.0
06/30/20,11.73,12.31,12.2361,0.0
05/29/20,10.81,11.78,11.7093,0.0
04/30/20,11.11,10.9,10.8346,0.0
03/31/20,13.73,11.25,11.1825,0.0
02/28/20,14.46,13.61,13.5284,0.0
01/31/20,15.97,14.58,14.4925,0.0
12/31/19,15.39,15.95,15.8543,0.254
11/29/19,15.42,15.31,14.9783,0.0
10/31/19,15.06,15.33,14.9978,0.0
09/30/19,14.67,15.04,14.7141,0.0
08/30/19,15.45,14.83,14.5087,0.0
07/31/19,15.89,15.55,15.2131,0.0
06/28/19,15.26,15.73,15.3892,0.0
05/31/19,16.07,15.13,14.8022,0.0
04/30/19,16.0,16.09,15.7414,0.0
03/29/19,15.95,15.9,15.5555,0.0
02/28/19,15.55,15.96,15.6142,0.0
01/31/19,14.32,15.52,15.1837,0.0
12/31/18,15.67,14.49,14.176,0.189
11/30/18,17.04,15.29,14.7648,0.0
10/31/18,17.99,16.96,16.3774,0.0
09/28/18,17.4,17.97,17.3527,0.0
08/31/18,17.06,17.38,16.783,0.0
07/31/18,17.54,17.25,16.6575,0.0
06/29/18,17.94,17.68,17.0727,0.0
