timestamp,open,close,adjusted close,dividend amount
12/30/22,293.69,266.28,266.28,0.6554
11/30/22,281.495,293.36,292.649,0.0
10/31/22,269.07,277.95,277.2763,0.0
9/30/22,296.72,267.26,266.6122,0.5186
8/31/22,313.65,299.27,298.0137,0.0
7/29/22,278.95,315.46,314.1357,0.0
6/30/22,310.47,280.28,279.1034,0.5274
5/31/22,312.83,308.28,306.4109,0.0
4/29/22,362.81,313.25,311.3508,0.0
3/31/22,345.75,362.54,360.3419,0.4337
2/28/22,364.43,346.8,344.2709,0.0
1/31/22,399.05,363.05,360.4024,0.0
12/31/21,398.28,397.85,394.9486,0.4914
11/30/21,386.56,393.82,390.444,0.0
10/29/21,358.6,386.11,382.8001,0.0
9/30/21,381.04,357.96,354.8914,0.4139
8/31/21,366.28,379.95,376.267,0.0
7/30/21,354.07,364.57,361.0361,0.0
6/30/21,335.3,354.43,350.9944,0.3968
5/28/21,339.23,333.93,330.3125,0.0
4/30/21,323.07,337.99,334.3285,0.0
3/31/21,319.27,319.13,315.6728,0.3947
2/26/21,318.11,314.14,310.3524,0.0
1/29/21,315.11,314.56,310.7674,0.0
12/31/20,301.87,313.74,309.9572,0.5613
11/30/20,271.73,299.62,295.4706,0.0
10/30/20,281.79,269.38,265.6494,0.0
9/30/20,297.6,277.84,273.9922,0.3882
8/31/20,268.05,294.88,290.3748,0.0
7/31/20,247.64,265.79,261.7293,0.0
6/30/20,232.46,247.6,243.8172,0.4243
5/29/20,214.5,233.36,229.4003,0.0
4/30/20,184.77,218.91,215.1955,0.0
3/31/20,208.88,190.4,187.1692,0.3627
2/28/20,220.14,205.8,201.8784,0.0
1/31/20,214.4,219.07,214.8955,0.0
12/31/19,205.11,212.61,208.5586,0.4577
11/29/19,197.93,205.1,200.7579,0.0
10/31/19,189.5,197.08,192.9077,0.0
9/30/19,186.22,188.81,184.8128,0.3841
8/30/19,191.43,187.47,183.1319,0.0
7/31/19,190.32,191.1,186.6779,0.0
6/28/19,173.48,186.74,182.4188,0.4156
5/31/19,190.78,173.95,169.5503,0.0
4/30/19,181.51,189.54,184.746,0.0
3/29/19,174.44,179.66,175.1158,0.3242
2/28/19,167.33,173.19,168.5034,0.0
1/31/19,150.99,168.16,163.6095,0.0
