timestamp,open,close,adjusted close,dividend amount
12/30/22,102.1000,98.2100,98.2100,0.4656
11/30/22,95.0500,101.7200,101.2347,0.0000
10/31/22,83.76,94.35,94.35,0.0
9/30/22,92.32,82.84,82.84,0.425
8/31/22,95.04,92.93,92.4932,0.0
7/29/22,87.18,95.64,95.1904,0.0
6/30/22,95.26,87.34,86.9294,0.3742
5/31/22,95.04,94.7,93.85,0.0
4/29/22,103.42,95.14,94.2861,0.0
3/31/22,99.53,102.98,102.0557,0.3406
2/28/22,101.37,99.89,98.6663,0.0
1/31/22,106.03,100.74,99.5059,0.0
12/31/21,102.3,105.81,104.5138,0.385
11/30/21,104.7,100.77,99.1554,0.0
10/29/21,98.46,104.49,102.8158,0.0
9/30/21,104.73,97.84,96.2724,0.3231
8/31/21,103.76,104.51,102.5005,0.0
7/30/21,103.0,103.36,101.3726,0.0
6/30/21,106.14,102.4,100.4311,0.3143
5/28/21,102.7,105.12,102.7804,0.0
4/30/21,98.62,101.93,99.6614,0.0
3/31/21,91.93,98.45,96.2589,0.2956
2/26/21,85.61,90.61,88.3217,0.0
1/29/21,88.66,84.77,82.6292,0.0
12/31/20,89.01,88.55,86.3137,0.3659
11/30/20,77.0,88.03,85.4513,0.0
10/30/20,77.52,75.87,73.6475,0.0
9/30/20,77.56,76.98,74.725,0.3053
8/31/20,71.82,77.81,75.228,0.0
7/31/20,69.38,71.73,69.3497,0.0
6/30/20,67.6,68.7,66.4203,0.3063
5/29/20,63.08,67.67,65.1355,0.0
4/30/20,56.38,64.21,61.8051,0.0
3/31/20,73.95,59.01,56.7998,0.3958
2/28/20,81.55,73.08,69.7766,0.0
1/31/20,82.05,81.11,77.4436,0.0
12/31/19,82.03,81.47,77.7873,0.403
11/29/19,79.06,82.04,77.9459,0.0
10/31/19,77.91,78.51,74.592,0.0
9/30/19,75.04,77.63,73.7559,0.4146
8/30/19,77.68,75.76,71.5978,0.0
7/31/19,78.05,77.82,73.5446,0.0
6/28/19,71.93,77.42,73.1666,0.3374
5/31/19,78.25,72.05,67.7949,0.0
4/30/19,75.72,78.01,73.4029,0.0
3/29/19,76.91,75.03,70.5989,0.4277
2/28/19,71.98,76.34,71.4187,0.0
1/31/19,63.46,71.77,67.1433,0.0
12/31/18,73.91,64.41,60.2578,0.3924
11/30/18,70.17,72.54,67.4385,0.0
10/31/18,79.36,69.88,64.9656,0.0
9/28/18,76.81,78.4,72.8864,0.3838
8/31/18,76.63,77.1,71.3356,0.0
7/31/18,71.07,76.92,71.1691,0.0
6/29/18,74.87,71.63,66.2746,0.3016
5/31/18,72.11,74.44,68.5991,0.0
4/30/18,74.07,72.22,66.5533,0.0
3/29/18,76.68,74.29,68.4609,0.3073
2/28/18,79.22,76.65,70.3534,0.0
1/31/18,75.92,79.73,73.1804,0.0
12/29/17,74.38,75.67,69.4539,0.4017
11/30/17,71.75,74.51,68.0225,0.0
10/31/17,70.97,71.53,65.302,0.0
9/29/17,68.61,71.0,64.8181,0.3159
8/31/17,68.37,68.46,62.216,0.0
7/31/17,68.42,68.31,62.0797,0.0
6/30/17,67.7,68.11,61.898,0.3236
5/31/17,66.48,67.52,61.074,0.0
4/28/17,65.09,66.34,60.0067,0.0
3/31/17,66.43,65.06,58.8489,0.2967
2/28/17,63.48,65.86,59.3046,0.0
1/31/17,62.68,63.38,57.0714,0.0
12/30/16,62.53,62.22,56.0269,0.3842
11/30/16,57.26,62.41,55.8551,0.0
10/31/16,58.2,57.21,51.2012,0.0
9/30/16,58.69,58.38,52.2483,0.3115
8/31/16,57.93,58.59,52.1493,0.0
7/29/16,56.03,58.04,51.6597,0.0
6/30/16,55.63,56.01,49.8529,0.3072
5/31/16,56.27,55.92,49.5,0.0
4/29/16,55.15,56.16,49.7124,0.0
3/31/16,52.33,55.47,49.1016,0.2828
2/29/16,49.59,52.12,45.9029,0.0
1/29/16,52.11,49.99,44.0269,0.0
12/31/15,54.76,53.01,46.6867,0.3187
11/30/15,54.28,54.74,47.9152,0.0
10/30/15,49.82,54.27,47.5038,0.0
9/30/15,50.78,49.89,43.6698,0.2809
8/31/15,54.12,51.29,44.6487,0.0
7/31/15,54.6,54.22,47.1993,0.0
6/30/15,55.99,54.06,47.06,0.2778
5/29/15,55.89,55.81,48.3424,0.0
4/30/15,55.64,55.63,48.1865,0.0
3/31/15,57.62,55.77,48.3078,0.2607
2/27/15,54.71,57.49,49.5714,0.0
1/30/15,56.86,54.57,47.0536,0.0
12/31/14,56.73,56.58,48.7867,0.3156
11/28/14,55.29,56.91,48.7991,0.0
10/31/14,52.98,55.21,47.3414,0.0
9/30/14,54.14,53.15,45.575,0.2573
8/29/14,51.7,54.02,46.1031,0.0
7/31/14,54.12,51.83,44.234,0.0
6/30/14,54.08,54.06,46.1372,0.2497
